name	value
ENSPTRT00000053953.1	5S_rRNA
ENSPTRT00000061852.3	ZNF483
ENSPTRT00000039301.5	DNAJC25
ENSPTRT00000039299.4	GNG10
ENSPTRT00000039302.5	C9H9orf84
ENSPTRT00000039304.4	UGCG
ENSPTRT00000046426.3	SUSD1
ENSPTRT00000001852.4	PTBP3
ENSPTRT00000054177.1	5S_rRNA
ENSPTRT00000067066.2	HSDL2
ENSPTRT00000047499.3	KIAA1958
ENSPTRT00000046540.1	INIP
ENSPTRT00000039315.4	SNX30
ENSPTRT00000039317.3	SLC46A2
ENSPTRT00000039320.3	ZFP37
ENSPTRT00000039321.2	SLC31A2
ENSPTRT00000039323.2	FKBP15
ENSPTRT00000039325.4	SLC31A1
ENSPTRT00000039324.6	SLC31A1
ENSPTRT00000039326.1	CDC26
ENSPTRT00000039327.3	PRPF4
ENSPTRT00000039329.2	RNF183
ENSPTRT00000039330.4	WDR31
ENSPTRT00000039332.2	BSPRY
ENSPTRT00000056338.1	HDHD3
ENSPTRT00000039335.5	ALAD
ENSPTRT00000039337.2	POLE3
ENSPTRT00000044029.3	C9H9orf43
ENSPTRT00000039342.5	RGS3
ENSPTRT00000064753.2	ZNF618
ENSPTRT00000039349.3	AMBP
ENSPTRT00000039350.4	KIF12
ENSPTRT00000054419.1	ptr-mir-455
ENSPTRT00000039360.4	AKNA
ENSPTRT00000048669.3	WHRN
ENSPTRT00000039367.4	ATP6V1G1
ENSPTRT00000039369.4	C9H9orf91
ENSPTRT00000039370.1	TNFSF15
ENSPTRT00000039371.2	TNFSF8
ENSPTRT00000039376.3	TNC
ENSPTRT00000039379.1	DEC1
ENSPTRT00000039381.4	PAPPA
ENSPTRT00000039389.4	ASTN2
ENSPTRT00000039392.3	TRIM32
ENSPTRT00000039393.5	TLR4
ENSPTRT00000008323.4	VPS26B
ENSPTRT00000039398.3	BRINP1
ENSPTRT00000061121.1	ptr-mir-147a
ENSPTRT00000061791.2	CDK5RAP2
ENSPTRT00000072686.1	MEGF9
ENSPTRT00000039405.4	MEGF9
ENSPTRT00000039407.2	FBXW2
ENSPTRT00000039408.5	PSMD5
ENSPTRT00000039411.3	TRAF1
ENSPTRT00000039413.2	C5
ENSPTRT00000039417.2	CNTRL
ENSPTRT00000039418.4	RAB14
ENSPTRT00000039419.3	GSN
ENSPTRT00000039423.4	STOM
ENSPTRT00000065264.2	DAB2IP
ENSPTRT00000039430.3	TTLL11
ENSPTRT00000039432.1	NDUFA8
ENSPTRT00000039437.3	MORN5
ENSPTRT00000039440.5	LHX6
ENSPTRT00000039442.3	RBM18
ENSPTRT00000039445.4	MRRF
ENSPTRT00000042391.4	PTGS1
ENSPTRT00000061771.2	OR1J2
ENSPTRT00000061770.2	OR1J4
ENSPTRT00000042879.2	OR1N1
ENSPTRT00000039454.5	OR1N2
ENSPTRT00000039455.1	OR1L8
ENSPTRT00000039457.2	OR1Q1
ENSPTRT00000039458.2	OR1L1
ENSPTRT00000039460.2	OR1L4
ENSPTRT00000039461.2	OR1L6
ENSPTRT00000039462.3	OR5C1
ENSPTRT00000039463.2	PDCL
ENSPTRT00000039465.4	RC3H2
ENSPTRT00000039468.2	ZBTB6
ENSPTRT00000039469.1	ZBTB26
ENSPTRT00000039472.6	RABGAP1
ENSPTRT00000054703.2	ptr-mir-600
ENSPTRT00000046286.4	STRBP
ENSPTRT00000043704.4	CRB2
ENSPTRT00000064446.2	DENND1A
ENSPTRT00000054564.1	ptr-mir-601
ENSPTRT00000039492.3	LHX2
ENSPTRT00000039493.2	NEK6
ENSPTRT00000039495.2	PSMB7
ENSPTRT00000039498.3	ADGRD2
ENSPTRT00000039501.3	NR6A1
ENSPTRT00000039503.4	NR6A1
ENSPTRT00000054500.1	ptr-mir-181a-2
ENSPTRT00000061357.1	ptr-mir-181b-2
ENSPTRT00000039507.5	OLFML2A
ENSPTRT00000039511.4	WDR38
ENSPTRT00000039513.2	RPL35
ENSPTRT00000039515.5	ARPC5L
ENSPTRT00000039517.4	GOLGA1
ENSPTRT00000039518.3	SCAI
ENSPTRT00000043414.3	PPP6C
ENSPTRT00000056255.3	RABEPK
ENSPTRT00000001092.3	HSPA5
ENSPTRT00000039534.3	MAPKAP1
ENSPTRT00000039536.5	PBX3
ENSPTRT00000039539.4	MVB12B
ENSPTRT00000039544.6	LMX1B
ENSPTRT00000039545.2	ZBTB43
ENSPTRT00000039547.3	ZBTB34
ENSPTRT00000039553.4	RALGPS1
ENSPTRT00000039557.2	ANGPTL2
ENSPTRT00000039560.3	GARNL3
ENSPTRT00000039565.4	SLC2A8
ENSPTRT00000039568.3	ZNF79
ENSPTRT00000043607.3	RPL12
ENSPTRT00000048837.4	LRSAM1
ENSPTRT00000056232.2	FAM129B
ENSPTRT00000039577.3	STXBP1
ENSPTRT00000039579.4	CFAP157
ENSPTRT00000039580.4	PTRH1
ENSPTRT00000039581.3	TTC16
ENSPTRT00000039584.4	TOR2A
ENSPTRT00000039587.5	SH2D3C
ENSPTRT00000039589.4	CDK9
ENSPTRT00000039590.4	FPGS
ENSPTRT00000039592.2	ENG
ENSPTRT00000069620.1	5S_rRNA
ENSPTRT00000056217.3	AK1
ENSPTRT00000039597.4	ST6GALNAC6
ENSPTRT00000039602.5	ST6GALNAC4
ENSPTRT00000056213.3	PIP5KL1
ENSPTRT00000073347.1	DPM2
ENSPTRT00000039606.5	DPM2
ENSPTRT00000056212.3	FAM102A
ENSPTRT00000039610.4	NAIF1
ENSPTRT00000056209.3	SLC25A25
ENSPTRT00000046017.1	PTGES2
ENSPTRT00000056205.3	LCN2
ENSPTRT00000039618.2	C9orf16
ENSPTRT00000067307.2	DNM1
ENSPTRT00000046473.4	DNM1
ENSPTRT00000054506.1	ptr-mir-199b
ENSPTRT00000039635.5	SWI5
ENSPTRT00000039637.4	TRUB2
ENSPTRT00000039638.3	COQ4
ENSPTRT00000039639.5	SLC27A4
ENSPTRT00000039646.3	URM1
ENSPTRT00000054286.1	ptr-mir-219-2
ENSPTRT00000039648.3	CERCAM
ENSPTRT00000039650.5	ODF2
ENSPTRT00000050756.3	GLE1
ENSPTRT00000048390.4	SPTAN1
ENSPTRT00000039667.2	WDR34
ENSPTRT00000039669.6	SET
ENSPTRT00000039671.3	PKN3
ENSPTRT00000039673.4	ZDHHC12
ENSPTRT00000039676.2	ZER1
ENSPTRT00000039678.5	TBC1D13
ENSPTRT00000056171.1	ENDOG
ENSPTRT00000043371.3	C9H9orf114
ENSPTRT00000045505.3	C9H9orf114
ENSPTRT00000039683.4	KYAT1
ENSPTRT00000039684.4	LRRC8A
ENSPTRT00000039687.4	PHYHD1
ENSPTRT00000056162.1	DOLK
ENSPTRT00000039688.3	NUP188
ENSPTRT00000039694.3	SH3GLB2
ENSPTRT00000039699.4	FAM73B
ENSPTRT00000039705.3	DOLPP1
ENSPTRT00000039709.4	CRAT
ENSPTRT00000039719.4	PPP2R4
ENSPTRT00000039729.3	C9orf50
ENSPTRT00000039731.4	NTMT1
ENSPTRT00000039732.2	ASB6
ENSPTRT00000039734.3	PRRX2
ENSPTRT00000039738.4	PTGES
ENSPTRT00000047995.3	TOR1B
ENSPTRT00000044696.2	TOR1A
ENSPTRT00000073273.1	TOR1A
ENSPTRT00000039743.3	C9H9orf78
ENSPTRT00000039744.5	USP20
ENSPTRT00000039746.4	FNBP1
ENSPTRT00000056139.3	GPR107
ENSPTRT00000039752.3	NCS1
ENSPTRT00000039768.4	ASS1
ENSPTRT00000039770.3	FUBP3
ENSPTRT00000039771.1	PRDM12
ENSPTRT00000056128.2	EXOSC2
ENSPTRT00000039774.3	ABL1
ENSPTRT00000039778.1	QRFP
ENSPTRT00000044663.4	LAMC3
ENSPTRT00000039788.3	NUP214
ENSPTRT00000056124.3	AIF1L
ENSPTRT00000056122.2	FAM78A
ENSPTRT00000039795.3	PLPP7
ENSPTRT00000056121.1	PLPP7
ENSPTRT00000039796.5	PRRC2B
ENSPTRT00000050340.3	POMT1
ENSPTRT00000056110.4	UCK1
ENSPTRT00000039804.5	RAPGEF1
ENSPTRT00000039806.5	MED27
ENSPTRT00000039808.4	NTNG2
ENSPTRT00000042150.3	SETX
ENSPTRT00000039813.3	TTF1
ENSPTRT00000039815.2	CFAP77
ENSPTRT00000039817.3	BARHL1
ENSPTRT00000046303.2	DDX31
ENSPTRT00000039820.5	GTF3C4
ENSPTRT00000039821.3	AK8
ENSPTRT00000039825.5	TSC1
ENSPTRT00000039826.4	GFI1B
ENSPTRT00000056099.2	GTF3C5
ENSPTRT00000056096.4	CEL
ENSPTRT00000039836.2	RALGDS
ENSPTRT00000039837.3	GBGT1
ENSPTRT00000039839.5	OBP2A
ENSPTRT00000039844.3	ABO
ENSPTRT00000039846.4	SURF6
ENSPTRT00000044941.4	MED22
ENSPTRT00000039852.1	SURF1
ENSPTRT00000039853.4	SURF2
ENSPTRT00000039854.3	SURF4
ENSPTRT00000044367.2	STKLD1
ENSPTRT00000045597.3	REXO4
ENSPTRT00000048272.3	ADAMTS13
ENSPTRT00000050763.4	CACFD1
ENSPTRT00000043084.3	CACFD1
ENSPTRT00000047881.3	SLC2A6
ENSPTRT00000045811.2	MYMK
ENSPTRT00000048344.3	ADAMTSL2
ENSPTRT00000049549.3	FAM163B
ENSPTRT00000039857.1	DBH
ENSPTRT00000039861.3	SARDH
ENSPTRT00000039868.5	VAV2
ENSPTRT00000014137.3	PRSS21
ENSPTRT00000014138.2	ZG16B
ENSPTRT00000039873.4	BRD3
ENSPTRT00000048369.3	WDR5
ENSPTRT00000039874.4	RXRA
ENSPTRT00000039889.2	FCN2
ENSPTRT00000039892.4	FCN1
ENSPTRT00000050466.4	OLFM1
ENSPTRT00000049917.3	PPP1R26
ENSPTRT00000056048.4	C9H9orf116
ENSPTRT00000039902.4	MRPS2
ENSPTRT00000039903.1	LCN1
ENSPTRT00000039905.3	PAEP
ENSPTRT00000056044.1	GLT6D1
ENSPTRT00000056043.2	LCN9
ENSPTRT00000039908.5	SOHLH1
ENSPTRT00000039916.6	CAMSAP1
ENSPTRT00000039920.3	UBAC1
ENSPTRT00000039921.3	NACC2
ENSPTRT00000039923.3	LHX3
ENSPTRT00000039927.5	QSOX2
ENSPTRT00000075992.1	CCDC187
ENSPTRT00000049215.3	GPSM1
ENSPTRT00000065655.1	DNLZ
ENSPTRT00000039934.4	CARD9
ENSPTRT00000039944.3	SNAPC4
ENSPTRT00000050267.4	SDCCAG3
ENSPTRT00000039947.4	PMPCA
ENSPTRT00000061627.2	INPP5E
ENSPTRT00000039960.5	NOTCH1
ENSPTRT00000039983.5	MAMDC4
ENSPTRT00000039962.3	EGFL7
ENSPTRT00000054511.1	ptr-mir-126
ENSPTRT00000039964.4	AGPAT2
ENSPTRT00000039965.3	FAM69B
ENSPTRT00000056021.2	LCN8
ENSPTRT00000039969.4	LCN15
ENSPTRT00000039970.4	TMEM141
ENSPTRT00000046316.4	CCDC183
ENSPTRT00000039985.2	EDF1
ENSPTRT00000039987.4	TRAF2
ENSPTRT00000039991.4	FBXW5
ENSPTRT00000039996.2	C8G
ENSPTRT00000039999.4	LCN12
ENSPTRT00000056006.1	C9H9orf142
ENSPTRT00000040003.1	CLIC3
ENSPTRT00000040011.2	NPDC1
ENSPTRT00000056003.1	NPDC1
ENSPTRT00000043942.4	ENTPD2
ENSPTRT00000056000.2	UAP1L1
ENSPTRT00000040016.3	MAN1B1
ENSPTRT00000040017.3	DPP7
ENSPTRT00000040026.4	LRRC26
ENSPTRT00000040029.3	ANAPC2
ENSPTRT00000040032.4	SSNA1
ENSPTRT00000040034.4	TPRN
ENSPTRT00000048717.4	NDOR1
ENSPTRT00000043915.2	CYSRT1
ENSPTRT00000073955.1	RNF224
ENSPTRT00000048780.2	TUBB4B
ENSPTRT00000045096.3	FAM166A
ENSPTRT00000046214.4	STPG3
ENSPTRT00000046067.2	NELFB
ENSPTRT00000047086.2	TOR4A
ENSPTRT00000043267.1	NRARP
ENSPTRT00000046998.3	NOXA1
ENSPTRT00000049650.3	ENTPD8
ENSPTRT00000048167.2	NSMF
ENSPTRT00000040037.4	PNPLA7
ENSPTRT00000055989.2	MRPL41
ENSPTRT00000040038.3	DPH7
ENSPTRT00000040041.3	ZMYND19
ENSPTRT00000043852.4	ARRDC1
ENSPTRT00000055984.3	ARRDC1-AS1
ENSPTRT00000055983.4	EHMT1
ENSPTRT00000071539.1	ptr-mir-602
ENSPTRT00000040047.4	CACNA1B
ENSPTRT00000013873.5	IL9R
ENSPTRT00000027392.4	IQSEC3
ENSPTRT00000008338.4	SLC6A12
ENSPTRT00000008340.3	SLC6A13
ENSPTRT00000064569.1	KDM5A
ENSPTRT00000008346.2	CCDC77
ENSPTRT00000008349.3	B4GALNT3
ENSPTRT00000008351.1	NINJ2
ENSPTRT00000008355.5	WNK1
ENSPTRT00000042149.3	RAD52
ENSPTRT00000008366.5	ERC1
ENSPTRT00000008367.5	FBXL14
ENSPTRT00000008370.3	WNT5B
ENSPTRT00000045614.4	ADIPOR2
ENSPTRT00000008372.6	CACNA2D4
ENSPTRT00000008374.4	LRTM2
ENSPTRT00000008377.2	DCP1B
ENSPTRT00000008379.4	CACNA1C
ENSPTRT00000008389.3	FKBP4
ENSPTRT00000008390.4	ITFG2
ENSPTRT00000008392.4	NRIP2
ENSPTRT00000008400.2	RHNO1
ENSPTRT00000008407.3	TEAD4
ENSPTRT00000008410.4	TSPAN9
ENSPTRT00000008413.4	PRMT8
ENSPTRT00000008414.2	PRMT8
ENSPTRT00000008416.3	CRACR2A
ENSPTRT00000008417.3	PARP11
ENSPTRT00000008421.2	CCND2
ENSPTRT00000008422.2	TIGAR
ENSPTRT00000008423.4	FGF23
ENSPTRT00000008424.2	FGF6
ENSPTRT00000008426.3	C12H12orf4
ENSPTRT00000008427.4	RAD51AP1
ENSPTRT00000008430.3	DYRK4
ENSPTRT00000008431.2	AKAP3
ENSPTRT00000008433.5	NDUFA9
ENSPTRT00000008437.5	KCNA1
ENSPTRT00000008439.2	KCNA5
ENSPTRT00000008440.5	NTF3
ENSPTRT00000008441.5	ANO2
ENSPTRT00000008444.2	VWF
ENSPTRT00000008447.4	CD9
ENSPTRT00000008450.4	PLEKHG6
ENSPTRT00000008461.4	LTBR
ENSPTRT00000057618.2	CD27
ENSPTRT00000008462.5	TAPBPL
ENSPTRT00000008464.2	MRPL51
ENSPTRT00000008465.5	NCAPD2
ENSPTRT00000008466.4	GAPDH
ENSPTRT00000008471.5	IFFO1
ENSPTRT00000044817.5	NOP2
ENSPTRT00000042594.3	CHD4
ENSPTRT00000008475.4	LPAR5
ENSPTRT00000074861.1	LPAR5
ENSPTRT00000008476.1	ACRBP
ENSPTRT00000008479.3	ING4
ENSPTRT00000043105.3	ZNF384
ENSPTRT00000008483.5	PIANP
ENSPTRT00000008485.4	COPS7A
ENSPTRT00000008486.2	MLF2
ENSPTRT00000008487.4	PTMS
ENSPTRT00000049525.2	LAG3
ENSPTRT00000062277.2	CD4
ENSPTRT00000008493.2	GPR162
ENSPTRT00000008491.4	P3H3
ENSPTRT00000045818.4	GNB3
ENSPTRT00000008496.4	CDCA3
ENSPTRT00000008497.5	USP5
ENSPTRT00000065677.2	TPI1
ENSPTRT00000008502.4	LRRC23
ENSPTRT00000008509.2	C12orf57
ENSPTRT00000008510.5	PTPN6
ENSPTRT00000060941.1	ptr-mir-141
ENSPTRT00000008514.3	LPCAT3
ENSPTRT00000062240.3	C1S
ENSPTRT00000062237.3	C1R
ENSPTRT00000008517.4	C1RL
ENSPTRT00000008518.2	RBP5
ENSPTRT00000008520.4	CLSTN3
ENSPTRT00000008524.4	PEX5
ENSPTRT00000064803.2	ACSM4
ENSPTRT00000008527.2	CD163L1
ENSPTRT00000008528.3	CD163
ENSPTRT00000074395.1	PTPN11
ENSPTRT00000008531.3	APOBEC1
ENSPTRT00000008532.3	GDF3
ENSPTRT00000008534.3	DPPA3
ENSPTRT00000043308.2	CLEC4C
ENSPTRT00000057591.1	NANOGNB
ENSPTRT00000008541.2	NANOG
ENSPTRT00000008543.4	SLC2A14
ENSPTRT00000008546.4	SLC2A3
ENSPTRT00000008551.3	FOXJ2
ENSPTRT00000008552.5	C3AR1
ENSPTRT00000042805.3	NECAP1
ENSPTRT00000046414.4	CLEC4A
ENSPTRT00000057582.1	DEFB109
ENSPTRT00000057580.2	FAM90A1
ENSPTRT00000057575.1	CLEC6A
ENSPTRT00000008568.2	CLEC4D
ENSPTRT00000008569.2	CLEC4E
ENSPTRT00000008570.5	AICDA
ENSPTRT00000045941.2	MFAP5
ENSPTRT00000008576.5	RIMKLB
ENSPTRT00000047685.4	A2ML1
ENSPTRT00000057571.2	PHC1
ENSPTRT00000008593.3	M6PR
ENSPTRT00000008594.4	KLRG1
ENSPTRT00000065031.1	A2M
ENSPTRT00000008597.2	PZP
ENSPTRT00000008614.3	KLRB1
ENSPTRT00000008617.5	CLEC2D
ENSPTRT00000008618.4	CLECL1
ENSPTRT00000008619.3	CD69
ENSPTRT00000008622.2	KLRF1
ENSPTRT00000008623.2	CLEC2B
ENSPTRT00000072653.1	KLRF2
ENSPTRT00000008625.5	CLEC2A
ENSPTRT00000008626.5	CLEC12A
ENSPTRT00000008628.4	CLEC1B
ENSPTRT00000008632.4	CLEC12B
ENSPTRT00000067719.1	CLEC12B
ENSPTRT00000043723.2	CLEC9A
ENSPTRT00000008633.4	CLEC1A
ENSPTRT00000008639.5	CLEC7A
ENSPTRT00000008642.4	OLR1
ENSPTRT00000008643.5	TMEM52B
ENSPTRT00000065546.2	KLRD1
ENSPTRT00000008649.6	KLRK1
ENSPTRT00000008648.5	KLRC3
ENSPTRT00000062200.3	KLRC3
ENSPTRT00000008650.4	KLRC2
ENSPTRT00000067984.2	KLRC2
ENSPTRT00000062196.2	KLRC2
ENSPTRT00000062194.3	KLRC2
ENSPTRT00000062193.3	KLRC2
ENSPTRT00000062189.3	KLRC1
ENSPTRT00000008660.5	KLRC1
ENSPTRT00000008664.3	MAGOHB
ENSPTRT00000008667.3	YBX3
ENSPTRT00000008669.1	TAS2R7
ENSPTRT00000008670.1	TAS2R8
ENSPTRT00000008671.1	TAS2R9
ENSPTRT00000008672.3	TAS2R10
ENSPTRT00000062175.2	TAS2R13
ENSPTRT00000073802.1	PRH2
ENSPTRT00000062172.2	TAS2R14
ENSPTRT00000062169.1	TAS2R50
ENSPTRT00000062165.1	TAS2R20
ENSPTRT00000062162.2	TAS2R19
ENSPTRT00000062160.1	TAS2R46
ENSPTRT00000062156.2	TAS2R43
ENSPTRT00000062149.1	TAS2R30
ENSPTRT00000008689.5	PRB4
ENSPTRT00000057538.3	PRB4
ENSPTRT00000008692.3	ETV6
ENSPTRT00000008694.3	BCL2L14
ENSPTRT00000008696.3	LRP6
ENSPTRT00000061397.2	MANSC1
ENSPTRT00000044311.4	BORCS5
ENSPTRT00000008701.2	DUSP16
ENSPTRT00000008703.3	CREBL2
ENSPTRT00000057535.3	GPR19
ENSPTRT00000008705.3	CDKN1B
ENSPTRT00000008706.5	APOLD1
ENSPTRT00000047804.4	APOLD1
ENSPTRT00000060717.1	ptr-mir-613
ENSPTRT00000066617.1	DDX47
ENSPTRT00000008709.3	GPRC5A
ENSPTRT00000054676.1	ptr-mir-614
ENSPTRT00000008710.1	GPRC5D
ENSPTRT00000008711.3	HEBP1
ENSPTRT00000008713.4	FAM234B
ENSPTRT00000008716.5	GSG1
ENSPTRT00000008720.4	EMP1
ENSPTRT00000008723.4	GRIN2B
ENSPTRT00000008724.2	ATF7IP
ENSPTRT00000008725.2	PLBD1
ENSPTRT00000008726.3	GUCY2C
ENSPTRT00000008727.2	HIST2H4B
ENSPTRT00000076329.1	H2AFJ
ENSPTRT00000008729.1	WBP11
ENSPTRT00000008730.4	C12orf60
ENSPTRT00000066840.1	SMCO3
ENSPTRT00000062130.3	ART4
ENSPTRT00000008732.4	MGP
ENSPTRT00000008733.2	ERP27
ENSPTRT00000008734.4	ARHGDIB
ENSPTRT00000008736.2	PDE6H
ENSPTRT00000008737.3	RERG
ENSPTRT00000008743.3	PTPRO
ENSPTRT00000008744.4	EPS8
ENSPTRT00000008745.5	STRAP
ENSPTRT00000008746.5	DERA
ENSPTRT00000008747.2	SLC15A5
ENSPTRT00000008753.5	LMO3
ENSPTRT00000008754.3	RERGL
ENSPTRT00000008757.3	PIK3C2G
ENSPTRT00000008761.3	PLCZ1
ENSPTRT00000008764.3	CAPZA3
ENSPTRT00000008773.4	AEBP2
ENSPTRT00000045962.3	PDE3A
ENSPTRT00000008776.2	SLCO1C1
ENSPTRT00000009535.5	DYRK2
ENSPTRT00000009533.4	CAND1
ENSPTRT00000064956.2	GRIP1
ENSPTRT00000009530.4	HELB
ENSPTRT00000009529.3	IRAK3
ENSPTRT00000075536.1	IRAK3
ENSPTRT00000073985.1	IRAK3
ENSPTRT00000075242.1	RBMS1
ENSPTRT00000009525.2	LLPH
ENSPTRT00000069995.1	5S_rRNA
ENSPTRT00000058688.2	HMGA2
ENSPTRT00000046322.3	MSRB3
ENSPTRT00000009518.3	LEMD3
ENSPTRT00000009517.4	WIF1
ENSPTRT00000009515.5	TBC1D30
ENSPTRT00000009514.4	GNS
ENSPTRT00000009513.2	RASSF3
ENSPTRT00000054788.2	ptr-mir-548c
ENSPTRT00000009511.4	TBK1
ENSPTRT00000057507.3	XPOT
ENSPTRT00000009507.3	C12H12orf66
ENSPTRT00000066225.1	C12H12orf66
ENSPTRT00000046438.3	SRGAP1
ENSPTRT00000009506.4	SRGAP1
ENSPTRT00000009504.3	TMEM5
ENSPTRT00000075947.1	TMEM5
ENSPTRT00000009503.2	DPY19L2
ENSPTRT00000073540.1	AVPR1A
ENSPTRT00000009502.5	AVPR1A
ENSPTRT00000009500.4	PPM1H
ENSPTRT00000054529.2	ptr-let-7i
ENSPTRT00000067397.2	MON2
ENSPTRT00000009494.5	USP15
ENSPTRT00000075639.1	CBX1
ENSPTRT00000009491.5	FAM19A2
ENSPTRT00000075525.1	FAM19A2
ENSPTRT00000009488.4	SLC16A7
ENSPTRT00000009485.4	LRIG3
ENSPTRT00000009482.2	XRCC6BP1
ENSPTRT00000009481.3	CTDSP2
ENSPTRT00000054370.1	ptr-mir-26a-2
ENSPTRT00000009479.3	AVIL
ENSPTRT00000009476.4	TSFM
ENSPTRT00000009474.3	METTL21B
ENSPTRT00000009472.3	METTL1
ENSPTRT00000009470.3	CYP27B1
ENSPTRT00000009469.4	MARCH9
ENSPTRT00000009467.5	CDK4
ENSPTRT00000009465.3	TSPAN31
ENSPTRT00000009462.5	AGAP2
ENSPTRT00000009459.5	OS9
ENSPTRT00000009458.3	B4GALNT1
ENSPTRT00000009450.5	ARHGEF25
ENSPTRT00000064724.1	ARHGEF25
ENSPTRT00000047434.3	ARHGEF25
ENSPTRT00000009448.5	DTX3
ENSPTRT00000048011.4	PIP4K2C
ENSPTRT00000009445.4	KIF5A
ENSPTRT00000073612.1	KIF5A
ENSPTRT00000044815.4	DCTN2
ENSPTRT00000072863.1	MBD6
ENSPTRT00000054552.1	ptr-mir-616
ENSPTRT00000047450.4	DDIT3
ENSPTRT00000009437.5	MARS
ENSPTRT00000009434.4	ARHGAP9
ENSPTRT00000009431.4	GLI1
ENSPTRT00000073473.1	INHBE
ENSPTRT00000009430.1	INHBE
ENSPTRT00000075776.1	INHBC
ENSPTRT00000009428.2	INHBC
ENSPTRT00000009420.2	STAC3
ENSPTRT00000009416.4	SHMT2
ENSPTRT00000009415.4	NXPH4
ENSPTRT00000074962.1	NXPH4
ENSPTRT00000009411.4	LRP1
ENSPTRT00000065904.2	LRP1
ENSPTRT00000009405.4	STAT6
ENSPTRT00000009402.2	NAB2
ENSPTRT00000009403.4	NAB2
ENSPTRT00000042231.3	NAB2
ENSPTRT00000009400.3	NEMP1
ENSPTRT00000057475.2	NEMP1
ENSPTRT00000009399.4	MYO1A
ENSPTRT00000050483.4	TAC3
ENSPTRT00000009397.5	ZBTB39
ENSPTRT00000009395.2	GPR182
ENSPTRT00000009394.3	RDH16
ENSPTRT00000009392.3	RDH16
ENSPTRT00000076143.1	SDR9C7
ENSPTRT00000009393.3	SDR9C7
ENSPTRT00000049914.4	PRIM1
ENSPTRT00000009388.4	PTGES3
ENSPTRT00000009387.2	ATP5B
ENSPTRT00000009386.5	BAZ2A
ENSPTRT00000009384.3	RBMS2
ENSPTRT00000009381.3	GLS2
ENSPTRT00000009379.4	SPRYD4
ENSPTRT00000076227.1	SPRYD4
ENSPTRT00000009377.3	MIP
ENSPTRT00000050973.3	TIMELESS
ENSPTRT00000009372.4	APOF
ENSPTRT00000009371.3	STAT2
ENSPTRT00000009369.2	IL23A
ENSPTRT00000009366.3	CNPY2
ENSPTRT00000009365.4	CNPY2
ENSPTRT00000009360.3	COQ10A
ENSPTRT00000009357.5	ANKRD52
ENSPTRT00000009356.3	SLC39A5
ENSPTRT00000009352.3	RNF41
ENSPTRT00000009351.4	SMARCC2
ENSPTRT00000009346.5	MYL6
ENSPTRT00000009344.4	MYL6B
ENSPTRT00000009343.5	ESYT1
ENSPTRT00000009342.1	ZC3H10
ENSPTRT00000009339.3	RPS26
ENSPTRT00000009338.3	IKZF4
ENSPTRT00000042326.3	SUOX
ENSPTRT00000009333.3	RAB5B
ENSPTRT00000009330.4	CDK2
ENSPTRT00000009331.4	CDK2
ENSPTRT00000072560.1	CDK2
ENSPTRT00000009329.2	PMEL
ENSPTRT00000009324.1	DGKA
ENSPTRT00000064263.1	PYM1
ENSPTRT00000009320.4	MMP19
ENSPTRT00000009315.3	DNAJC14
ENSPTRT00000009318.4	ORMDL2
ENSPTRT00000009317.2	SARNP
ENSPTRT00000009313.3	GDF11
ENSPTRT00000009312.4	CD63
ENSPTRT00000009305.4	ITGA7
ENSPTRT00000009301.3	METTL7B
ENSPTRT00000009299.1	OR2AP1
ENSPTRT00000009298.3	OR6C4
ENSPTRT00000057441.1	OR6C68
ENSPTRT00000057440.1	OR6C1
ENSPTRT00000049222.2	OR6C6
ENSPTRT00000009291.3	OR6C74
ENSPTRT00000009293.3	OR9K2
ENSPTRT00000009290.3	NEUROD4
ENSPTRT00000009289.5	TESPA1
ENSPTRT00000009287.4	MUCL1
ENSPTRT00000074371.1	MUCL1
ENSPTRT00000074045.1	DCD
ENSPTRT00000009286.4	DCD
ENSPTRT00000075823.1	DCD
ENSPTRT00000009285.3	LACRT
ENSPTRT00000009283.5	PPP1R1A
ENSPTRT00000009281.3	PDE1B
ENSPTRT00000009280.5	NCKAP1L
ENSPTRT00000009279.5	GTSF1
ENSPTRT00000073148.1	GTSF1
ENSPTRT00000009278.5	ITGA5
ENSPTRT00000009275.4	ZNF385A
ENSPTRT00000009273.2	GPR84
ENSPTRT00000009272.4	COPZ1
ENSPTRT00000054332.1	ptr-mir-148b
ENSPTRT00000009270.4	NFE2
ENSPTRT00000009265.2	CBX5
ENSPTRT00000009264.2	SMUG1
ENSPTRT00000009260.2	HOXC4
ENSPTRT00000009261.3	HOXC5
ENSPTRT00000054781.1	ptr-mir-615
ENSPTRT00000009259.4	HOXC6
ENSPTRT00000009257.4	HOXC8
ENSPTRT00000074091.1	HOXC8
ENSPTRT00000009256.3	HOXC9
ENSPTRT00000054255.1	ptr-mir-196a-2
ENSPTRT00000009255.2	HOXC10
ENSPTRT00000009254.2	HOXC11
ENSPTRT00000009253.1	HOXC12
ENSPTRT00000009252.2	HOXC13
ENSPTRT00000044463.4	CALCOCO1
ENSPTRT00000009247.4	ATP5G2
ENSPTRT00000009245.4	ATF7
ENSPTRT00000009242.3	NPFF
ENSPTRT00000009241.3	TARBP2
ENSPTRT00000009240.3	MAP3K12
ENSPTRT00000050462.4	PCBP2
ENSPTRT00000057420.3	PRR13
ENSPTRT00000009234.4	AMHR2
